Seed,Task,Model,Popsize,Generations,Mutation_rate,Selection_strength,adaptation_rate,richness,variance
27,153,Uniform,2500,10000,0.00075,0.01,0.009321,19.6363636363636,2.13272304950495
27,154,Uniform,5000,20000,0.00075,0.01,0.0104192,31.9090909090909,2.95933537623762
27,155,Uniform,7500,30000,0.00075,0.01,0.0114185333333333,47.3181818181818,4.11609222772277
27,156,Uniform,10000,40000,0.00075,0.01,0.0121457,59.1818181818182,5.59787712871287
27,157,Uniform,25000,1e+05,0.00075,0.01,0.0129162,133.272727272727,13.3501752475248
27,158,Uniform,50000,2e+05,0.00075,0.01,0.0122909,254.272727272727,24.6142188118812
27,159,Uniform,75000,3e+05,0.00075,0.01,0.0131316,385,39.5643069306931
27,160,Uniform,1e+05,4e+05,0.00075,0.01,0.0129426,506.727272727273,50.8670836633663
27,161,Uniform,500,2000,0.00075,0.01,0.00287900000000001,5.09090909090909,0.667612045049505
27,162,Uniform,1000,4000,0.00075,0.01,0.007242,10.4090909090909,1.07217352970297
27,163,Uniform,2500,10000,0.00075,0.01,0.0094178,18.4090909090909,1.64443076732673
27,164,Uniform,5000,20000,0.00075,0.01,0.0110545,30.5454545454545,3.22356262376238
27,165,Uniform,7500,30000,0.00075,0.01,0.0113063333333333,44.8636363636364,3.96176475247525
27,166,Uniform,10000,40000,0.00075,0.01,0.0122025,56.5909090909091,5.48109430693069
27,167,Uniform,25000,1e+05,0.00075,0.01,0.012877,131.818181818182,13.5529948514852
27,168,Uniform,50000,2e+05,0.00075,0.01,0.0130052,251.136363636364,26.4352004950495
27,169,Uniform,75000,3e+05,0.00075,0.01,0.0131008,381.363636363636,38.8368242574257
27,170,Uniform,1e+05,4e+05,0.00075,0.01,0.01293745,512.636363636364,51.5893277227723
27,171,Uniform,500,2000,0.00075,0.01,0.00355,5,0.461942108910891
27,172,Uniform,1000,4000,0.00075,0.01,0.0070185,9.36363636363636,1.12295220792079
27,173,Uniform,2500,10000,0.00075,0.01,0.0099366,17.1818181818182,1.89863573267327
27,174,Uniform,5000,20000,0.00075,0.01,0.0109176,31.9545454545455,3.0849324950495
27,175,Uniform,7500,30000,0.00075,0.01,0.0113992,43.8636363636364,4.15724767326733
27,176,Uniform,10000,40000,0.00075,0.01,0.01258675,58.5,5.77994054455446
27,177,Uniform,25000,1e+05,0.00075,0.01,0.0124571,136.454545454545,12.8782789108911
27,178,Uniform,50000,2e+05,0.00075,0.01,0.0133976,255.590909090909,26.9343072277228
27,179,Uniform,75000,3e+05,0.00075,0.01,0.0132108666666667,385,39.1964207920792
27,180,Uniform,1e+05,4e+05,0.00075,0.01,0.01337955,505.590909090909,53.2653564356436
27,181,Uniform,500,2000,0.00075,0.01,0.00280800000000001,5.54545454545455,0.237539496534653
27,182,Uniform,1000,4000,0.00075,0.01,0.007023,9.45454545454546,1.49212128910891
27,183,Uniform,2500,10000,0.00075,0.01,0.0101424,18.5454545454545,2.13724274752475
27,184,Uniform,5000,20000,0.00075,0.01,0.0117185,32.7272727272727,3.19506831683168
27,185,Uniform,7500,30000,0.00075,0.01,0.0112302,43.6818181818182,3.893138
27,186,Uniform,10000,40000,0.00075,0.01,0.0120934,57.2727272727273,5.78396811881188
27,187,Uniform,25000,1e+05,0.00075,0.01,0.012992,133.272727272727,13.1129914851485
27,188,Uniform,50000,2e+05,0.00075,0.01,0.0125134,262.681818181818,25.494800990099
27,189,Uniform,75000,3e+05,0.00075,0.01,0.0129863333333333,387.454545454545,38.7157
27,190,Uniform,1e+05,4e+05,0.00075,0.01,0.0133305,513.545454545455,52.5086559405941
27,191,Uniform,500,2000,0.00075,0.01,0.000756999999999991,3.72727272727273,0.0474498408933678
27,192,Uniform,1000,4000,0.00075,0.01,0.005939,9.54545454545454,0.980067356435644
27,193,Uniform,2500,10000,0.00075,0.01,0.0076732,18.2272727272727,1.53062894059406
27,194,Uniform,5000,20000,0.00075,0.01,0.0095087,31.9090909090909,2.66916921782178
27,195,Uniform,7500,30000,0.00075,0.01,0.00992106666666666,43.5454545454545,3.55293064356436
27,196,Uniform,10000,40000,0.00075,0.01,0.0118356,56.5909090909091,5.52339653465347
27,197,Uniform,25000,1e+05,0.00075,0.01,0.0121162,134.318181818182,12.6059591089109
27,198,Uniform,50000,2e+05,0.00075,0.01,0.0129389,259.681818181818,25.3855821782178
27,199,Uniform,75000,3e+05,0.00075,0.01,0.0130930666666667,380,38.8569207920792
27,200,Uniform,1e+05,4e+05,0.00075,0.01,0.01318995,515.454545454546,52.4084841584159
28,1,Uniform,500,2000,0.001,0.01,0.004727,6.04545454545455,0.660757257920792
28,2,Uniform,1000,4000,0.001,0.01,0.006339,9.77272727272727,0.931109846534653
28,3,Uniform,2500,10000,0.001,0.01,0.0101926,22.0909090909091,2.07326344059406
28,4,Uniform,5000,20000,0.001,0.01,0.0125749,37.4545454545455,3.80747747524753
28,5,Uniform,7500,30000,0.001,0.01,0.0121532,57.5,4.8330595049505
28,6,Uniform,10000,40000,0.001,0.01,0.0142393,72.8181818181818,7.34783420792079
28,7,Uniform,25000,1e+05,0.001,0.01,0.0141024,164.909090909091,16.009997029703
28,8,Uniform,50000,2e+05,0.001,0.01,0.0140511,327.727272727273,30.7073757425743
28,9,Uniform,75000,3e+05,0.001,0.01,0.0142119333333333,488.636363636364,46.9693742574258
28,10,Uniform,1e+05,4e+05,0.001,0.01,0.0146385,651.545454545455,63.4755094059406
28,11,Uniform,500,2000,0.001,0.01,0.002511,6.90909090909091,0.453192762376238
28,12,Uniform,1000,4000,0.001,0.01,0.0042295,10.1363636363636,0.548613335643564
28,13,Uniform,2500,10000,0.001,0.01,0.009176,21.1818181818182,1.75987352475248
28,14,Uniform,5000,20000,0.001,0.01,0.0122761,39.1363636363636,3.55875513366337
28,15,Uniform,7500,30000,0.001,0.01,0.0123902666666667,55.6363636363636,4.84181747524753
28,16,Uniform,10000,40000,0.001,0.01,0.01281955,73.1818181818182,6.34246262376238
28,17,Uniform,25000,1e+05,0.001,0.01,0.0141068,164.272727272727,16.3334420792079
28,18,Uniform,50000,2e+05,0.001,0.01,0.0142008,325.272727272727,31.0280326732673
28,19,Uniform,75000,3e+05,0.001,0.01,0.0140922666666667,488.454545454546,45.7665163366337
28,20,Uniform,1e+05,4e+05,0.001,0.01,0.01441165,647.181818181818,62.3810495049505
28,21,Uniform,500,2000,0.001,0.01,0.00330300000000001,5.77272727272727,0.740937579207921
28,22,Uniform,1000,4000,0.001,0.01,0.00677950000000001,11.6818181818182,1.02532583168317
28,23,Uniform,2500,10000,0.001,0.01,0.0098906,20.1818181818182,1.99410075742574
28,24,Uniform,5000,20000,0.001,0.01,0.0122154,38.1363636363636,3.43503753960396
28,25,Uniform,7500,30000,0.001,0.01,0.0128998666666667,55.8181818181818,5.2211045049505
28,26,Uniform,10000,40000,0.001,0.01,0.0129834,69.9545454545455,6.44236198019802
28,27,Uniform,25000,1e+05,0.001,0.01,0.0146878,165.954545454545,16.7316788118812
28,28,Uniform,50000,2e+05,0.001,0.01,0.0150872,326.272727272727,33.9618247524752
28,29,Uniform,75000,3e+05,0.001,0.01,0.0143425333333333,490.863636363636,46.7391891089109
28,30,Uniform,1e+05,4e+05,0.001,0.01,0.01457675,654.681818181818,64.076001980198
28,31,Uniform,500,2000,0.001,0.01,0.004809,5.68181818181818,0.389010905445545
28,32,Uniform,1000,4000,0.001,0.01,0.0063815,9.59090909090909,1.14660624752475
28,33,Uniform,2500,10000,0.001,0.01,0.0108866,22.1363636363636,2.21490672772277
28,34,Uniform,5000,20000,0.001,0.01,0.0121942,38.2727272727273,3.63675362376238
28,35,Uniform,7500,30000,0.001,0.01,0.0124754,57.7272727272727,4.87153752475248
28,36,Uniform,10000,40000,0.001,0.01,0.01357855,70.2727272727273,7.03067084158416
28,37,Uniform,25000,1e+05,0.001,0.01,0.0139912,165.090909090909,15.9520577227723
28,38,Uniform,50000,2e+05,0.001,0.01,0.0143244,324.545454545455,31.4962945544555
28,39,Uniform,75000,3e+05,0.001,0.01,0.0144766,491.045454545455,47.5083212871287
28,40,Uniform,1e+05,4e+05,0.001,0.01,0.01437655,652.136363636364,62.5683410891089
28,41,Uniform,500,2000,0.001,0.01,0.00534099999999999,7.04545454545455,0.64037195990099
28,42,Uniform,1000,4000,0.001,0.01,0.0050475,8.95454545454546,0.638563064356436
28,43,Uniform,2500,10000,0.001,0.01,0.0100044,21.3636363636364,1.96445915841584
28,44,Uniform,5000,20000,0.001,0.01,0.0124656,38.5909090909091,3.94485831683168
28,45,Uniform,7500,30000,0.001,0.01,0.0125399333333333,55.9090909090909,4.87335
28,46,Uniform,10000,40000,0.001,0.01,0.01379395,70.1363636363637,7.09346826732673
28,47,Uniform,25000,1e+05,0.001,0.01,0.0141054,168.181818181818,15.8925485643564
28,48,Uniform,50000,2e+05,0.001,0.01,0.0145451,329.954545454545,32.1370381188119
28,49,Uniform,75000,3e+05,0.001,0.01,0.0143866,485.727272727273,47.3783188118812
28,50,Uniform,1e+05,4e+05,0.001,0.01,0.01411725,646.863636363636,61.5061049504951
28,51,Uniform,500,2000,0.001,0.01,0.004178,6.45454545454545,0.619861430693069
28,52,Uniform,1000,4000,0.001,0.01,0.00944700000000001,10.5454545454545,1.62119174752475
28,53,Uniform,2500,10000,0.001,0.01,0.0114834,21.7272727272727,2.30064054455446
28,54,Uniform,5000,20000,0.001,0.01,0.0133961,41.5909090909091,3.86897400990099
28,55,Uniform,7500,30000,0.001,0.01,0.0125216666666667,53.4545454545455,5.12733965346535
28,56,Uniform,10000,40000,0.001,0.01,0.0136613,69.5454545454546,7.20857900990099
28,57,Uniform,25000,1e+05,0.001,0.01,0.014347,163.590909090909,15.8656630693069
28,58,Uniform,50000,2e+05,0.001,0.01,0.0143041,337.909090909091,32.0596623762376
28,59,Uniform,75000,3e+05,0.001,0.01,0.0144793333333333,491.227272727273,48.0309806930693
28,60,Uniform,1e+05,4e+05,0.001,0.01,0.0147791,647.727272727273,64.8976430693069
28,61,Uniform,500,2000,0.001,0.01,0.004727,6.04545454545455,1.07240268811881
28,62,Uniform,1000,4000,0.001,0.01,0.00728849999999999,9.81818181818182,1.17250908910891
28,63,Uniform,2500,10000,0.001,0.01,0.0097602,20.8181818181818,1.92730325742574
28,64,Uniform,5000,20000,0.001,0.01,0.0112253,38.0454545454545,3.06456945544554
28,65,Uniform,7500,30000,0.001,0.01,0.0144519333333333,54.5454545454546,5.92127554455446
28,66,Uniform,10000,40000,0.001,0.01,0.01307045,69.0454545454546,6.54902356435644
28,67,Uniform,25000,1e+05,0.001,0.01,0.0143794,166.681818181818,16.0914454455446
28,68,Uniform,50000,2e+05,0.001,0.01,0.0140835,328.5,31.6197415841584
28,69,Uniform,75000,3e+05,0.001,0.01,0.0145648,486.136363636364,47.9794217821782
28,70,Uniform,1e+05,4e+05,0.001,0.01,0.01459975,659.772727272727,64.7344653465347
28,71,Uniform,500,2000,0.001,0.01,0.003738,6,0.826831232673267
28,72,Uniform,1000,4000,0.001,0.01,0.007599,9.36363636363636,1.0029399019802
28,73,Uniform,2500,10000,0.001,0.01,0.009727,20.5909090909091,2.00518625742574
28,74,Uniform,5000,20000,0.001,0.01,0.0120739,35.3181818181818,3.5013402029703
28,75,Uniform,7500,30000,0.001,0.01,0.0129543333333333,55.1818181818182,5.10188232673267
28,76,Uniform,10000,40000,0.001,0.01,0.01290515,69.4545454545455,6.50652836633663
28,77,Uniform,25000,1e+05,0.001,0.01,0.0136194,170.363636363636,15.462992970297
28,78,Uniform,50000,2e+05,0.001,0.01,0.0140381,328.681818181818,31.3739247524753
28,79,Uniform,75000,3e+05,0.001,0.01,0.0144664666666667,495.772727272727,48.0014044554456
28,80,Uniform,1e+05,4e+05,0.001,0.01,0.0145159,654.681818181818,64.4569985148515
28,81,Uniform,500,2000,0.001,0.01,0.003745,5.72727272727273,0.37038985
28,82,Uniform,1000,4000,0.001,0.01,0.0079,10.6818181818182,1.13698077227723
28,83,Uniform,2500,10000,0.001,0.01,0.010221,20.7727272727273,2.16638705940594
28,84,Uniform,5000,20000,0.001,0.01,0.0121336,38.1363636363636,3.63093700990099
28,85,Uniform,7500,30000,0.001,0.01,0.0136074666666667,55.5,5.441557
28,86,Uniform,10000,40000,0.001,0.01,0.0134464,74.9090909090909,6.75014589108911
28,87,Uniform,25000,1e+05,0.001,0.01,0.0146174,167.954545454545,17.0506172277228
28,88,Uniform,50000,2e+05,0.001,0.01,0.0141882,333.954545454545,31.5115554455446
28,89,Uniform,75000,3e+05,0.001,0.01,0.0146126666666667,486.136363636364,48.1167084158416
28,90,Uniform,1e+05,4e+05,0.001,0.01,0.01453365,660.772727272727,63.8341881188119
28,91,Uniform,500,2000,0.001,0.01,0.002465,5.22727272727273,0.322774671782178
28,92,Uniform,1000,4000,0.001,0.01,0.0084665,11.1363636363636,1.16836292574257
28,93,Uniform,2500,10000,0.001,0.01,0.010348,21.4090909090909,2.16499459405941
28,94,Uniform,5000,20000,0.001,0.01,0.0132252,39.9545454545455,4.07442479207921
28,95,Uniform,7500,30000,0.001,0.01,0.0123105333333333,53.8636363636364,4.96955004950495
28,96,Uniform,10000,40000,0.001,0.01,0.0129196,71.1818181818182,6.37074287128713
28,97,Uniform,25000,1e+05,0.001,0.01,0.013583,165.409090909091,15.7639733663366
28,98,Uniform,50000,2e+05,0.001,0.01,0.0144358,332.590909090909,31.7168668316832
28,99,Uniform,75000,3e+05,0.001,0.01,0.0143613333333333,486.454545454545,47.2840158415842
28,100,Uniform,1e+05,4e+05,0.001,0.01,0.014366,654.090909090909,62.9619896039604
28,101,Uniform,500,2000,0.001,0.01,0.00407300000000001,5.18181818181818,0.934166955445544
28,102,Uniform,1000,4000,0.001,0.01,0.007888,10.1818181818182,1.70757457425743
28,103,Uniform,2500,10000,0.001,0.01,0.0098942,21.0454545454546,2.09028534653465
28,104,Uniform,5000,20000,0.001,0.01,0.0112526,38.5,3.43143917326733
28,105,Uniform,7500,30000,0.001,0.01,0.0126980666666667,52.2727272727273,5.04649158415842
28,106,Uniform,10000,40000,0.001,0.01,0.01411105,68.4090909090909,6.97172138613861
28,107,Uniform,25000,1e+05,0.001,0.01,0.0141706,165.545454545455,15.8247803960396
28,108,Uniform,50000,2e+05,0.001,0.01,0.0143388,333.636363636364,32.2342584158416
28,109,Uniform,75000,3e+05,0.001,0.01,0.0145735333333333,486.045454545455,47.7933633663366
28,110,Uniform,1e+05,4e+05,0.001,0.01,0.01463195,647.409090909091,65.2329361386139
28,111,Uniform,500,2000,0.001,0.01,0.003886,4.90909090909091,0.508242094059406
28,112,Uniform,1000,4000,0.001,0.01,0.008563,11.0909090909091,1.35310354455446
28,113,Uniform,2500,10000,0.001,0.01,0.0110062,21,2.37304272772277
28,114,Uniform,5000,20000,0.001,0.01,0.0120181,38.9545454545455,3.53704218316832
28,115,Uniform,7500,30000,0.001,0.01,0.0141012666666667,55.4545454545455,5.63853851485149
28,116,Uniform,10000,40000,0.001,0.01,0.0135369,71,7.12219440594059
28,117,Uniform,25000,1e+05,0.001,0.01,0.0140336,175.409090909091,16.0207883168317
28,118,Uniform,50000,2e+05,0.001,0.01,0.0142472,328.136363636364,31.6567089108911
28,119,Uniform,75000,3e+05,0.001,0.01,0.0141996666666667,490.318181818182,45.623199009901
28,120,Uniform,1e+05,4e+05,0.001,0.01,0.0144322,659.636363636364,63.1609821782178
28,121,Uniform,500,2000,0.001,0.01,0.002208,5.72727272727273,0.327331579009901
28,122,Uniform,1000,4000,0.001,0.01,0.005347,11.8181818181818,0.807143811881188
28,123,Uniform,2500,10000,0.001,0.01,0.0115438,21,2.3560212970297
28,124,Uniform,5000,20000,0.001,0.01,0.012725,38.0909090909091,3.77432049504951
28,125,Uniform,7500,30000,0.001,0.01,0.0124709333333333,57.6363636363636,4.69275599009901
28,126,Uniform,10000,40000,0.001,0.01,0.0134057,71,6.80722712871287
28,127,Uniform,25000,1e+05,0.001,0.01,0.01443,169.954545454545,16.291973019802
28,128,Uniform,50000,2e+05,0.001,0.01,0.0141609,332.363636363636,31.7662514851485
28,129,Uniform,75000,3e+05,0.001,0.01,0.0140701333333333,493.681818181818,46.2520727722772
28,130,Uniform,1e+05,4e+05,0.001,0.01,0.01449925,653.181818181818,62.4003841584158
28,131,Uniform,500,2000,0.001,0.01,0.00539100000000001,7,0.758006480693069
28,132,Uniform,1000,4000,0.001,0.01,0.0066805,9.36363636363636,1.21427242574257
28,133,Uniform,2500,10000,0.001,0.01,0.0119636,23,2.61652747524753
28,134,Uniform,5000,20000,0.001,0.01,0.0117448,38.2727272727273,3.36031848514852
28,135,Uniform,7500,30000,0.001,0.01,0.0131646666666667,53.1363636363636,5.37362663366337
28,136,Uniform,10000,40000,0.001,0.01,0.01403765,72.3636363636364,7.02629693069307
28,137,Uniform,25000,1e+05,0.001,0.01,0.014571,165,17.0004784158416
28,138,Uniform,50000,2e+05,0.001,0.01,0.0147125,329.545454545455,32.5686341584158
28,139,Uniform,75000,3e+05,0.001,0.01,0.0148105333333333,494.181818181818,48.7125678217822
28,140,Uniform,1e+05,4e+05,0.001,0.01,0.0142532,655.590909090909,62.4345910891089
28,141,Uniform,500,2000,0.001,0.01,0.002544,5.59090909090909,0.571515355445545
28,142,Uniform,1000,4000,0.001,0.01,0.0060695,9.95454545454546,0.937351014851485
28,143,Uniform,2500,10000,0.001,0.01,0.0088162,20.5454545454545,1.73602461881188
28,144,Uniform,5000,20000,0.001,0.01,0.0122488,37.5,3.8230796039604
28,145,Uniform,7500,30000,0.001,0.01,0.0137666,55.5909090909091,5.71064
28,146,Uniform,10000,40000,0.001,0.01,0.0123617,72.2272727272727,6.0771251980198
28,147,Uniform,25000,1e+05,0.001,0.01,0.0138148,171.545454545455,15.7981753960396
28,148,Uniform,50000,2e+05,0.001,0.01,0.0140957,324.954545454545,32.028750990099
28,149,Uniform,75000,3e+05,0.001,0.01,0.0142645333333333,487.772727272727,46.9250321782178
28,150,Uniform,1e+05,4e+05,0.001,0.01,0.0144662,656.090909090909,63.3447168316832
28,151,Uniform,500,2000,0.001,0.01,0.000951999999999998,5.22727272727273,0.0931941710891089
28,152,Uniform,1000,4000,0.001,0.01,0.0067795,10.3181818181818,1.11541160891089
28,153,Uniform,2500,10000,0.001,0.01,0.0096118,20.9090909090909,1.89449322277228
28,154,Uniform,5000,20000,0.001,0.01,0.0125802,37.6363636363636,3.67281925742574
28,155,Uniform,7500,30000,0.001,0.01,0.0132526,55.6818181818182,5.01526008910891
28,156,Uniform,10000,40000,0.001,0.01,0.01222025,71.1363636363636,6.15005628712871
28,157,Uniform,25000,1e+05,0.001,0.01,0.0146808,169.5,16.5625774257426
28,158,Uniform,50000,2e+05,0.001,0.01,0.014283,324.636363636364,31.7499148514852
28,159,Uniform,75000,3e+05,0.001,0.01,0.0142488666666667,491.681818181818,46.2610247524753
28,160,Uniform,1e+05,4e+05,0.001,0.01,0.01438865,649.318181818182,63.4380613861386
28,161,Uniform,500,2000,0.001,0.01,0.004452,5.31818181818182,0.465622686138614
28,162,Uniform,1000,4000,0.001,0.01,0.0063375,10.4090909090909,1.07351722722772
28,163,Uniform,2500,10000,0.001,0.01,0.0119852,21.3181818181818,2.58833817821782
28,164,Uniform,5000,20000,0.001,0.01,0.0127103,37.4090909090909,3.8674002970297
28,165,Uniform,7500,30000,0.001,0.01,0.0128255333333333,56,5.13666653465347
28,166,Uniform,10000,40000,0.001,0.01,0.01368325,70.2727272727273,6.74287198019802
28,167,Uniform,25000,1e+05,0.001,0.01,0.0146058,167.136363636364,16.8562507425743
28,168,Uniform,50000,2e+05,0.001,0.01,0.0146456,321.545454545455,32.4269391089109
28,169,Uniform,75000,3e+05,0.001,0.01,0.014709,487,48.7411851485149
28,170,Uniform,1e+05,4e+05,0.001,0.01,0.014516,666.181818181818,64.1718722772277
28,171,Uniform,500,2000,0.001,0.01,0.00167,4.86363636363636,0.13403724009901
28,172,Uniform,1000,4000,0.001,0.01,0.006771,10.7272727272727,1.08624384158416
28,173,Uniform,2500,10000,0.001,0.01,0.0112844,20.5454545454545,2.32845055940594
28,174,Uniform,5000,20000,0.001,0.01,0.0133417,36.4545454545455,3.88815371287129
28,175,Uniform,7500,30000,0.001,0.01,0.0119693333333333,53.8636363636364,4.76628643564356
28,176,Uniform,10000,40000,0.001,0.01,0.01404395,73,6.99558326732673
28,177,Uniform,25000,1e+05,0.001,0.01,0.0135226,170.363636363636,15.2648602970297
28,178,Uniform,50000,2e+05,0.001,0.01,0.0142299,328.727272727273,31.8665311881188
28,179,Uniform,75000,3e+05,0.001,0.01,0.0142595333333333,493.590909090909,46.494395049505
28,180,Uniform,1e+05,4e+05,0.001,0.01,0.01456905,655.545454545455,63.8929207920792
28,181,Uniform,500,2000,0.001,0.01,0.00477000000000001,6.27272727272727,0.699438782178218
28,182,Uniform,1000,4000,0.001,0.01,0.0084405,10.3181818181818,1.26607023762376
28,183,Uniform,2500,10000,0.001,0.01,0.0095762,21.7727272727273,2.01183141584158
28,184,Uniform,5000,20000,0.001,0.01,0.0112084,38.7272727272727,3.29319306435644
28,185,Uniform,7500,30000,0.001,0.01,0.0140558666666667,53.1363636363636,5.4579651980198
28,186,Uniform,10000,40000,0.001,0.01,0.013093,71,6.47255589108911
28,187,Uniform,25000,1e+05,0.001,0.01,0.0140942,165.727272727273,16.1947892574257
28,188,Uniform,50000,2e+05,0.001,0.01,0.0146632,327.363636363636,32.7530391089109
28,189,Uniform,75000,3e+05,0.001,0.01,0.0146452,489.409090909091,47.7894628712871
28,190,Uniform,1e+05,4e+05,0.001,0.01,0.01413615,659.681818181818,61.6875920792079
28,191,Uniform,500,2000,0.001,0.01,0.004864,6.36363636363636,0.742888222772277
28,192,Uniform,1000,4000,0.001,0.01,0.00650849999999999,9.95454545454546,0.922035049504951
28,193,Uniform,2500,10000,0.001,0.01,0.0087702,22.2727272727273,1.71022278217822
28,194,Uniform,5000,20000,0.001,0.01,0.012771,39.1818181818182,3.72041893564356
28,195,Uniform,7500,30000,0.001,0.01,0.0125288666666667,54.9090909090909,5.02368727722772
28,196,Uniform,10000,40000,0.001,0.01,0.0138475,71.6363636363636,6.93297202970297
28,197,Uniform,25000,1e+05,0.001,0.01,0.014036,167.409090909091,16.0550830693069
28,198,Uniform,50000,2e+05,0.001,0.01,0.0137379,331.409090909091,30.6648079207921
28,199,Uniform,75000,3e+05,0.001,0.01,0.0145352,485.227272727273,46.9770108910891
28,200,Uniform,1e+05,4e+05,0.001,0.01,0.0144864,666.545454545455,62.4078405940594
29,1,Uniform,500,2000,0.0025,0.01,0.007664,10.6818181818182,1.1904331980198
29,2,Uniform,1000,4000,0.0025,0.01,0.0103,19.3636363636364,1.53317937128713
29,3,Uniform,2500,10000,0.0025,0.01,0.0147958,40.1818181818182,3.43961777227723
29,4,Uniform,5000,20000,0.0025,0.01,0.0175164,73.7727272727273,6.6467401980198
29,5,Uniform,7500,30000,0.0025,0.01,0.0192015333333333,109.818181818182,9.84006910891089
29,6,Uniform,10000,40000,0.0025,0.01,0.0198275,146.136363636364,12.7899358415842
29,7,Uniform,25000,1e+05,0.0025,0.01,0.020057,354.909090909091,32.5302653465347
29,8,Uniform,50000,2e+05,0.0025,0.01,0.0195811,732.090909090909,58.2999678217822
29,9,Uniform,75000,3e+05,0.0025,0.01,0.0199852666666667,1090.72727272727,91.0024886138614
29,10,Uniform,1e+05,4e+05,0.0025,0.01,0.0193146,1454.54545454545,115.894253960396
29,11,Uniform,500,2000,0.0025,0.01,0.00469900000000001,9.36363636363636,0.895956168316832
29,12,Uniform,1000,4000,0.0025,0.01,0.0112735,17.4090909090909,2.3338899009901
29,13,Uniform,2500,10000,0.0025,0.01,0.0149526,40.9545454545455,3.77958356435644
29,14,Uniform,5000,20000,0.0025,0.01,0.0167277,77.0909090909091,6.0537902970297
29,15,Uniform,7500,30000,0.0025,0.01,0.0189374666666667,111.409090909091,9.65002123762376
29,16,Uniform,10000,40000,0.0025,0.01,0.01790085,150.136363636364,11.345981039604
29,17,Uniform,25000,1e+05,0.0025,0.01,0.0195636,357.045454545455,29.1095905940594
29,18,Uniform,50000,2e+05,0.0025,0.01,0.0203259,723.727272727273,62.0027549504951
29,19,Uniform,75000,3e+05,0.0025,0.01,0.0194496666666667,1081.13636363636,87.8620866336634
29,20,Uniform,1e+05,4e+05,0.0025,0.01,0.0198832,1451.36363636364,121.032206435644
29,21,Uniform,500,2000,0.0025,0.01,0.00570399999999999,9.31818181818182,0.619474683168317
29,22,Uniform,1000,4000,0.0025,0.01,0.00688649999999999,18.5909090909091,1.19193424752475
29,23,Uniform,2500,10000,0.0025,0.01,0.0155302,39,3.8186865049505
29,24,Uniform,5000,20000,0.0025,0.01,0.0181907,73,7.09459163366337
29,25,Uniform,7500,30000,0.0025,0.01,0.0175385333333333,115.181818181818,9.20602633663366
29,26,Uniform,10000,40000,0.0025,0.01,0.01889625,147.090909090909,12.435945
29,27,Uniform,25000,1e+05,0.0025,0.01,0.0197864,363.045454545455,31.4231900990099
29,28,Uniform,50000,2e+05,0.0025,0.01,0.0194278,718,59.4110777227723
29,29,Uniform,75000,3e+05,0.0025,0.01,0.0195841333333333,1088.59090909091,88.3491074257426
29,30,Uniform,1e+05,4e+05,0.0025,0.01,0.0198966,1455.27272727273,119.399551485149
29,31,Uniform,500,2000,0.0025,0.01,0.00725400000000001,9.13636363636364,1.1017123960396
29,32,Uniform,1000,4000,0.0025,0.01,0.0102615,18.2272727272727,1.87048126237624
29,33,Uniform,2500,10000,0.0025,0.01,0.0143648,41.9545454545455,3.24995782178218
29,34,Uniform,5000,20000,0.0025,0.01,0.0181612,76.3636363636364,6.80676059405941
29,35,Uniform,7500,30000,0.0025,0.01,0.0196574,110.818181818182,10.1441328217822
29,36,Uniform,10000,40000,0.0025,0.01,0.01789465,149.909090909091,11.6115662871287
29,37,Uniform,25000,1e+05,0.0025,0.01,0.0194232,359.227272727273,30.3196014851485
29,38,Uniform,50000,2e+05,0.0025,0.01,0.0198329,724.363636363636,59.4870717821782
29,39,Uniform,75000,3e+05,0.0025,0.01,0.0197564666666667,1081.77272727273,90.6674623762376
29,40,Uniform,1e+05,4e+05,0.0025,0.01,0.0196094,1465.31818181818,117.969947029703
29,41,Uniform,500,2000,0.0025,0.01,0.004104,9.68181818181818,0.52760598019802
29,42,Uniform,1000,4000,0.0025,0.01,0.0083905,16.8181818181818,1.31592473267327
29,43,Uniform,2500,10000,0.0025,0.01,0.016915,39.2272727272727,3.95635222772277
29,44,Uniform,5000,20000,0.0025,0.01,0.015955,75.0909090909091,5.75568004950495
29,45,Uniform,7500,30000,0.0025,0.01,0.0200474666666667,113.136363636364,10.1912653465347
29,46,Uniform,10000,40000,0.0025,0.01,0.01889675,148.136363636364,12.3296397524752
29,47,Uniform,25000,1e+05,0.0025,0.01,0.0198432,361.772727272727,30.2310257425743
29,48,Uniform,50000,2e+05,0.0025,0.01,0.0200473,735.727272727273,60.9379955445545
29,49,Uniform,75000,3e+05,0.0025,0.01,0.0202598666666667,1083.54545454545,93.0324762376238
29,50,Uniform,1e+05,4e+05,0.0025,0.01,0.02008485,1449.04545454545,120.377253465347
29,51,Uniform,500,2000,0.0025,0.01,0.006229,9.72727272727273,0.816690024752475
29,52,Uniform,1000,4000,0.0025,0.01,0.00703999999999999,15.5,1.03105938118812
29,53,Uniform,2500,10000,0.0025,0.01,0.0132482,40.7272727272727,3.11249044554455
29,54,Uniform,5000,20000,0.0025,0.01,0.0175051,76.5909090909091,6.58586876237624
29,55,Uniform,7500,30000,0.0025,0.01,0.0175998666666667,109.909090909091,8.9718551980198
29,56,Uniform,10000,40000,0.0025,0.01,0.0201379,145.818181818182,13.1812119306931
29,57,Uniform,25000,1e+05,0.0025,0.01,0.0198784,357.909090909091,30.3444623762376
