Seed,Task,Model,Popsize,Generations,Mutation_rate,Selection_strength,adaptation_rate,richness,variance
82,146,Equal,10000,40000,1e-05,0,-3.50000000004513e-08,2.13636363636364,0.0305836296039604
82,147,Equal,25000,1e+05,1e-05,0,6.44000000000062e-07,3.63636363636364,0.191289102019802
82,148,Equal,50000,2e+05,1e-05,0,1.42900000000012e-06,6,0.0991639426851485
82,149,Equal,75000,3e+05,1e-05,0,5.81200000000005e-06,8.77272727272727,0.215360492777228
82,150,Equal,1e+05,4e+05,1e-05,0,-6.51999999999973e-07,11.0454545454545,0.276096273267327
82,151,Equal,500,2000,1e-05,0,0,1,0
82,152,Equal,1000,4000,1e-05,0,0,1.13636363636364,0.000687737623762376
82,153,Equal,2500,10000,1e-05,0,0,1,0.000139088514851485
82,154,Equal,5000,20000,1e-05,0,0,1.40909090909091,0.0137329732673267
82,155,Equal,7500,30000,1e-05,0,-2.67333333333331e-05,1.86363636363636,0.0742260403415842
82,156,Equal,10000,40000,1e-05,0,0,1.59090909090909,0.0329038876237624
82,157,Equal,25000,1e+05,1e-05,0,3.52000000000004e-06,3.59090909090909,0.228689897029703
82,158,Equal,50000,2e+05,1e-05,0,-1.9550000000001e-06,6.09090909090909,0.112409664306931
82,159,Equal,75000,3e+05,1e-05,0,-5.3273333333334e-06,8.36363636363636,0.228217337228713
82,160,Equal,1e+05,4e+05,1e-05,0,2.98400000000001e-06,10.8181818181818,0.182703814851485
82,161,Equal,500,2000,1e-05,0,0,1,9.88118811881188e-06
82,162,Equal,1000,4000,1e-05,0,0,1.13636363636364,0.00376836138613861
82,163,Equal,2500,10000,1e-05,0,0,1.09090909090909,8.88578217821782e-05
82,164,Equal,5000,20000,1e-05,0,0,1.36363636363636,0.00739445683168317
82,165,Equal,7500,30000,1e-05,0,-6.00000000000023e-07,1.54545454545455,0.00539187638118812
82,166,Equal,10000,40000,1e-05,0,0,1.81818181818182,0.00398055262376238
82,167,Equal,25000,1e+05,1e-05,0,-1.44999999999999e-05,4.22727272727273,0.776457816831683
82,168,Equal,50000,2e+05,1e-05,0,1.02500000000006e-06,5.59090909090909,0.0324385362376238
82,169,Equal,75000,3e+05,1e-05,0,7.91133333333335e-06,8.40909090909091,0.315341105138614
82,170,Equal,1e+05,4e+05,1e-05,0,-1.72800000000002e-06,12.1818181818182,0.926163118316832
82,171,Equal,500,2000,1e-05,0,0,1,0.000293227722772277
82,172,Equal,1000,4000,1e-05,0,0,1.04545454545455,9.3529702970297e-05
82,173,Equal,2500,10000,1e-05,0,-2.00000000000955e-07,1.09090909090909,0.000118487128712871
82,174,Equal,5000,20000,1e-05,0,0,1.77272727272727,0.0229997736633663
82,175,Equal,7500,30000,1e-05,0,0,1.81818181818182,0.0330968352722772
82,176,Equal,10000,40000,1e-05,0,2.22499999999997e-05,3.04545454545455,0.221715773762376
82,177,Equal,25000,1e+05,1e-05,0,-3.16399999999987e-06,2.86363636363636,0.0407736865524752
82,178,Equal,50000,2e+05,1e-05,0,-1.2833e-05,6.04545454545455,0.15904955659802
82,179,Equal,75000,3e+05,1e-05,0,-2.23333333333329e-06,7.54545454545455,0.193147351664356
82,180,Equal,1e+05,4e+05,1e-05,0,5.20500000000013e-07,10,0.0819900274257426
82,181,Equal,500,2000,1e-05,0,6.00000000000023e-06,1.18181818181818,0.00343934653465347
82,182,Equal,1000,4000,1e-05,0,0,1.04545454545455,0.00266573267326733
82,183,Equal,2500,10000,1e-05,0,0,1.18181818181818,0.00295957366336634
82,184,Equal,5000,20000,1e-05,0,0,1.27272727272727,0.00313957405940594
82,185,Equal,7500,30000,1e-05,0,6.39933333333336e-05,2.22727272727273,0.112319995183168
82,186,Equal,10000,40000,1e-05,0,1.50000000000006e-06,1.81818181818182,0.00917182683168317
82,187,Equal,25000,1e+05,1e-05,0,-4.84199999999987e-06,4.13636363636364,0.155793744386139
82,188,Equal,50000,2e+05,1e-05,0,1.04599999999991e-06,5.95454545454545,0.0902298716415842
82,189,Equal,75000,3e+05,1e-05,0,-3.64666666666646e-07,9.27272727272727,0.716381475247525
82,190,Equal,1e+05,4e+05,1e-05,0,-2.547e-06,12.0909090909091,0.162999225792079
82,191,Equal,500,2000,1e-05,0,0,1,9.88118811881188e-06
82,192,Equal,1000,4000,1e-05,0,0,1.04545454545455,2.47178217821782e-05
82,193,Equal,2500,10000,1e-05,0,0,1.09090909090909,0.000218366138613861
82,194,Equal,5000,20000,1e-05,0,1.03999999999999e-05,1.5,0.0310152603960396
82,195,Equal,7500,30000,1e-05,0,3.23333333333333e-05,1.45454545454545,0.0415681506336634
82,196,Equal,10000,40000,1e-05,0,-5.00000000000256e-07,1.5,0.00370206178217822
82,197,Equal,25000,1e+05,1e-05,0,4.07999999999987e-06,3.36363636363636,0.0274028442059406
82,198,Equal,50000,2e+05,1e-05,0,1.06899999999996e-06,7.45454545454545,0.108304579651485
82,199,Equal,75000,3e+05,1e-05,0,-4.94733333333339e-06,8.59090909090909,0.225065488118812
82,200,Equal,1e+05,4e+05,1e-05,0,-5.17699999999998e-06,13,0.66350502970297
83,1,Equal,500,2000,5e-05,0,0,1.04545454545455,0.00109459405940594
83,2,Equal,1000,4000,5e-05,0,6.19999999999976e-05,1.77272727272727,0.0687080297029703
83,3,Equal,2500,10000,5e-05,0,8.71999999999957e-06,2.40909090909091,0.0584146154455446
83,4,Equal,5000,20000,5e-05,0,3.99999999999068e-08,4.13636363636364,0.0636914845544554
83,5,Equal,7500,30000,5e-05,0,-2.66666666666708e-06,3.27272727272727,0.0768147578019802
83,6,Equal,10000,40000,5e-05,0,1.77800000000005e-05,6.22727272727273,0.228127531188119
83,7,Equal,25000,1e+05,5e-05,0,-3.209e-05,13.5454545454545,0.37325629009901
83,8,Equal,50000,2e+05,5e-05,0,-9.39999999999941e-07,25.9090909090909,0.900776846534654
83,9,Equal,75000,3e+05,5e-05,0,-2.26200000000006e-06,36.7727272727273,0.735025123762376
83,10,Equal,1e+05,4e+05,5e-05,0,-1.0191e-05,53.5909090909091,5.68460056435644
83,11,Equal,500,2000,5e-05,0,0,1.04545454545455,0.000274257425742574
83,12,Equal,1000,4000,5e-05,0,-0.000165500000000002,1.68181818181818,0.0697704207920792
83,13,Equal,2500,10000,5e-05,0,1.28399999999999e-05,1.81818181818182,0.00855172693069307
83,14,Equal,5000,20000,5e-05,0,-1.92999999999998e-05,2.68181818181818,0.0722554253465347
83,15,Equal,7500,30000,5e-05,0,-9.13333333333336e-07,4.5,0.10328795799505
83,16,Equal,10000,40000,5e-05,0,1.03850000000001e-05,4.95454545454545,0.110245023366337
83,17,Equal,25000,1e+05,5e-05,0,1.23840000000001e-05,11.9545454545455,0.792846073267327
83,18,Equal,50000,2e+05,5e-05,0,-3.99999999999068e-08,25.2727272727273,0.492255996039604
83,19,Equal,75000,3e+05,5e-05,0,-3.22666666666673e-07,37.2272727272727,1.08268109405941
83,20,Equal,1e+05,4e+05,5e-05,0,-5.22599999999997e-06,50.7727272727273,4.38226762376238
83,21,Equal,500,2000,5e-05,0,0,1.31818181818182,0.0131728712871287
83,22,Equal,1000,4000,5e-05,0,0,1.22727272727273,0.00473447524752475
83,23,Equal,2500,10000,5e-05,0,-1.10399999999999e-05,1.72727272727273,0.0108269536633663
83,24,Equal,5000,20000,5e-05,0,0.00010684,2.86363636363636,0.0897592099009901
83,25,Equal,7500,30000,5e-05,0,1.40000000000005e-05,5.54545454545455,0.373901947029703
83,26,Equal,10000,40000,5e-05,0,-6.18549999999999e-05,5.54545454545455,0.16058307029703
83,27,Equal,25000,1e+05,5e-05,0,2.59520000000001e-05,12.0454545454545,0.521948846534654
83,28,Equal,50000,2e+05,5e-05,0,1.06699999999999e-05,23.7272727272727,0.406664242079208
83,29,Equal,75000,3e+05,5e-05,0,-2.19406666666667e-05,39.8636363636364,1.25522745544554
83,30,Equal,1e+05,4e+05,5e-05,0,-2.7000000000001e-07,46.6818181818182,1.28296435148515
83,31,Equal,500,2000,5e-05,0,0,1.18181818181818,0.00668750495049505
83,32,Equal,1000,4000,5e-05,0,0,1.40909090909091,0.00698705940594059
83,33,Equal,2500,10000,5e-05,0,1.59999999999627e-07,1.54545454545455,0.00465425366336634
83,34,Equal,5000,20000,5e-05,0,0,2.31818181818182,0.0292160968316832
83,35,Equal,7500,30000,5e-05,0,5.2600000000003e-06,3.22727272727273,0.0336138343514852
83,36,Equal,10000,40000,5e-05,0,-5.62249999999999e-05,5.59090909090909,0.115965566881188
83,37,Equal,25000,1e+05,5e-05,0,-2.08420000000001e-05,13.2727272727273,0.991956774752475
83,38,Equal,50000,2e+05,5e-05,0,3.91499999999994e-06,25.2272727272727,1.0741335
83,39,Equal,75000,3e+05,5e-05,0,1.16853333333333e-05,37.9090909090909,1.48324564851485
83,40,Equal,1e+05,4e+05,5e-05,0,2.70000000000003e-06,49.5,1.21323636138614
83,41,Equal,500,2000,5e-05,0,0.000524000000000001,2.04545454545455,0.170545782178218
83,42,Equal,1000,4000,5e-05,0,-0.000247500000000002,1.59090909090909,0.0534020841584158
83,43,Equal,2500,10000,5e-05,0,2.55999999999972e-06,1.68181818181818,0.00268152891089109
83,44,Equal,5000,20000,5e-05,0,0.00012936,3.95454545454545,0.373164671287129
83,45,Equal,7500,30000,5e-05,0,1.73333333333308e-06,4.18181818181818,0.187496039108911
83,46,Equal,10000,40000,5e-05,0,-4.681e-05,5.27272727272727,0.470939379950495
83,47,Equal,25000,1e+05,5e-05,0,4.88400000000013e-06,12.0454545454545,0.432700646534653
83,48,Equal,50000,2e+05,5e-05,0,1.0774e-05,23.5454545454546,0.790883755940594
83,49,Equal,75000,3e+05,5e-05,0,1.018e-05,38.3636363636364,1.2224037970297
83,50,Equal,1e+05,4e+05,5e-05,0,5.69000000000003e-06,48.1363636363636,1.34614606435644
83,51,Equal,500,2000,5e-05,0,-0.000843999999999994,1.72727272727273,0.0749506732673267
83,52,Equal,1000,4000,5e-05,0,0,1.09090909090909,0.000517831683168317
83,53,Equal,2500,10000,5e-05,0,2e-04,2.31818181818182,0.138359667722772
83,54,Equal,5000,20000,5e-05,0,7.30000000000075e-06,2.5,0.0207104453465347
83,55,Equal,7500,30000,5e-05,0,8.23466666666661e-05,4.40909090909091,0.196507057089109
83,56,Equal,10000,40000,5e-05,0,-2.71099999999997e-05,5.54545454545455,0.204923942970297
83,57,Equal,25000,1e+05,5e-05,0,3.43600000000009e-06,15.8636363636364,0.62025
83,58,Equal,50000,2e+05,5e-05,0,1.864e-05,25.6818181818182,1.35963884158416
83,59,Equal,75000,3e+05,5e-05,0,2.26733333333328e-06,37.3636363636364,0.854374178217822
83,60,Equal,1e+05,4e+05,5e-05,0,-1.95099999999997e-06,49.7727272727273,1.20188105445545
83,61,Equal,500,2000,5e-05,0,0,1,8.88514851485149e-05
83,62,Equal,1000,4000,5e-05,0,-5.59999999999974e-05,1.45454545454545,0.0247595544554455
83,63,Equal,2500,10000,5e-05,0,0.000199799999999999,2.72727272727273,0.118837770693069
83,64,Equal,5000,20000,5e-05,0,9.99999999990564e-08,2.04545454545455,0.00460213069306931
83,65,Equal,7500,30000,5e-05,0,-8.98000000000062e-06,3.27272727272727,0.046389376960396
83,66,Equal,10000,40000,5e-05,0,2.58800000000001e-05,5.77272727272727,0.214486347277228
83,67,Equal,25000,1e+05,5e-05,0,-2.6576e-05,11.5,0.204072766336634
83,68,Equal,50000,2e+05,5e-05,0,1.29999999999995e-06,25.8636363636364,1.12124991584158
83,69,Equal,75000,3e+05,5e-05,0,-7.92000000000002e-06,37.0909090909091,8.30812881188119
83,70,Equal,1e+05,4e+05,5e-05,0,1.9482e-05,52.9090909090909,4.58189782178218
83,71,Equal,500,2000,5e-05,0,0,1.18181818181818,0.0265042574257426
83,72,Equal,1000,4000,5e-05,0,0.000219999999999999,2,0.0886725099009901
83,73,Equal,2500,10000,5e-05,0,-8.98800000000023e-05,1.77272727272727,0.0281868237623762
83,74,Equal,5000,20000,5e-05,0,-4.59999999999639e-07,3.13636363636364,0.0324041683168317
83,75,Equal,7500,30000,5e-05,0,1.10600000000005e-05,3.77272727272727,0.161703990727723
83,76,Equal,10000,40000,5e-05,0,5.12450000000001e-05,5.22727272727273,0.426772971633663
83,77,Equal,25000,1e+05,5e-05,0,1.53039999999999e-05,13.2727272727273,0.49862155049505
83,78,Equal,50000,2e+05,5e-05,0,-5.23700000000005e-06,27.6818181818182,0.876654742574258
83,79,Equal,75000,3e+05,5e-05,0,3.07266666666666e-05,38.4090909090909,1.50478195544554
83,80,Equal,1e+05,4e+05,5e-05,0,4.11500000000004e-06,49.9090909090909,1.69192800990099
83,81,Equal,500,2000,5e-05,0,1.99999999999534e-06,1.09090909090909,0.000315089108910891
83,82,Equal,1000,4000,5e-05,0,-5.00000000002387e-07,1.13636363636364,0.00428638613861386
83,83,Equal,2500,10000,5e-05,0,0,1.77272727272727,0.00204637207920792
83,84,Equal,5000,20000,5e-05,0,4.99999999999545e-07,2.31818181818182,0.00931355405940594
83,85,Equal,7500,30000,5e-05,0,4.86666666666622e-06,4.77272727272727,0.177499597524752
83,86,Equal,10000,40000,5e-05,0,-6.04500000000002e-05,6.40909090909091,0.21391672039604
83,87,Equal,25000,1e+05,5e-05,0,-3.64080000000001e-05,11.9090909090909,0.416225147524752
83,88,Equal,50000,2e+05,5e-05,0,1.40000000000001e-06,26.3181818181818,0.786682603960396
83,89,Equal,75000,3e+05,5e-05,0,-1.18573333333333e-05,37.5909090909091,1.48098638613861
83,90,Equal,1e+05,4e+05,5e-05,0,2.68699999999996e-06,49.1363636363636,1.20546901980198
83,91,Equal,500,2000,5e-05,0,-6.19999999999976e-05,1.31818181818182,0.00713415841584158
83,92,Equal,1000,4000,5e-05,0,-6.50000000000262e-06,1.13636363636364,0.000265554455445545
83,93,Equal,2500,10000,5e-05,0,0,1.40909090909091,0.00187098891089109
83,94,Equal,5000,20000,5e-05,0,-4.09999999999997e-05,3.18181818181818,0.130655197029703
83,95,Equal,7500,30000,5e-05,0,2.81333333333331e-05,5.54545454545455,0.235425665920792
83,96,Equal,10000,40000,5e-05,0,5.17000000000003e-05,5.90909090909091,0.13027508539604
83,97,Equal,25000,1e+05,5e-05,0,1.24799999999993e-06,13,0.28947165990099
83,98,Equal,50000,2e+05,5e-05,0,1.41499999999994e-06,23.6818181818182,2.18141043564356
83,99,Equal,75000,3e+05,5e-05,0,1.68006666666667e-05,35.5454545454545,0.970604856435644
83,100,Equal,1e+05,4e+05,5e-05,0,-1.95345e-05,50.7727272727273,2.02608302475248
83,101,Equal,500,2000,5e-05,0,0,1.04545454545455,4.94059405940594e-05
83,102,Equal,1000,4000,5e-05,0,0,1.04545454545455,0.000251787128712871
83,103,Equal,2500,10000,5e-05,0,0,1.95454545454545,0.0367122518811881
83,104,Equal,5000,20000,5e-05,0,-8.51799999999997e-05,3.45454545454545,0.206521452079208
83,105,Equal,7500,30000,5e-05,0,-1.19533333333332e-05,3.59090909090909,0.140288499826733
83,106,Equal,10000,40000,5e-05,0,-5.59899999999999e-05,6.36363636363636,0.272296942079208
83,107,Equal,25000,1e+05,5e-05,0,6.65999999999997e-06,13.8181818181818,0.296777935643564
83,108,Equal,50000,2e+05,5e-05,0,1.46520000000001e-05,24.4090909090909,1.00331416336634
83,109,Equal,75000,3e+05,5e-05,0,1.45333333333334e-05,38.3181818181818,1.30360743564356
83,110,Equal,1e+05,4e+05,5e-05,0,2.23500000000001e-06,51.6818181818182,1.91507481188119
83,111,Equal,500,2000,5e-05,0,0,1.09090909090909,0.000686831683168317
83,112,Equal,1000,4000,5e-05,0,0,1.36363636363636,0.00965574257425742
83,113,Equal,2500,10000,5e-05,0,0,1.59090909090909,0.0143044166336634
83,114,Equal,5000,20000,5e-05,0,7.62600000000006e-05,3.27272727272727,0.284392465742574
83,115,Equal,7500,30000,5e-05,0,1.21333333333335e-05,4.59090909090909,0.251817786633663
83,116,Equal,10000,40000,5e-05,0,-7.50000000000028e-07,4.22727272727273,0.0312714592079208
83,117,Equal,25000,1e+05,5e-05,0,-1.1892e-05,13.2272727272727,0.319989165841584
83,118,Equal,50000,2e+05,5e-05,0,-1.10560000000001e-05,23.8181818181818,0.364587168316832
83,119,Equal,75000,3e+05,5e-05,0,4.53333333333319e-07,39,0.938434450495049
83,120,Equal,1e+05,4e+05,5e-05,0,9.48499999999939e-07,51.6363636363636,1.13913844554455
83,121,Equal,500,2000,5e-05,0,0,1.04545454545455,0.00147336633663366
83,122,Equal,1000,4000,5e-05,0,5.00000000002387e-07,1.13636363636364,0.0032939504950495
83,123,Equal,2500,10000,5e-05,0,0,1.59090909090909,0.0177563681188119
83,124,Equal,5000,20000,5e-05,0,-3.16999999999993e-05,3.77272727272727,0.158633494059406
83,125,Equal,7500,30000,5e-05,0,4.86666666666717e-06,4.09090909090909,0.16032330570297
83,126,Equal,10000,40000,5e-05,0,2.54799999999996e-05,4.95454545454545,0.0726994032178218
83,127,Equal,25000,1e+05,5e-05,0,-7.55599999999987e-06,13.6818181818182,0.314128443069307
83,128,Equal,50000,2e+05,5e-05,0,6.83499999999995e-06,24.5,1.05447498514851
83,129,Equal,75000,3e+05,5e-05,0,1.5128e-05,39.6818181818182,1.09324357425743
83,130,Equal,1e+05,4e+05,5e-05,0,1.80000000000007e-07,53.3181818181818,1.24624987623762
83,131,Equal,500,2000,5e-05,0,4.00000000000489e-06,1.31818181818182,0.00974304950495049
83,132,Equal,1000,4000,5e-05,0,1.80000000000007e-05,1.54545454545455,0.0383874653465347
83,133,Equal,2500,10000,5e-05,0,6.80000000000121e-06,1.90909090909091,0.0436331130693069
83,134,Equal,5000,20000,5e-05,0,-1.81200000000004e-05,3.5,0.243405241386139
83,135,Equal,7500,30000,5e-05,0,1.06666666666702e-06,4.81818181818182,0.143635858262376
83,136,Equal,10000,40000,5e-05,0,-6.26950000000001e-05,4.95454545454545,0.142048235891089
83,137,Equal,25000,1e+05,5e-05,0,-2.5352e-05,14.6363636363636,0.643428965346535
83,138,Equal,50000,2e+05,5e-05,0,6.74000000000007e-06,23.9545454545455,0.570976856435644
83,139,Equal,75000,3e+05,5e-05,0,-6.00666666666674e-06,35.7272727272727,3.00463156930693
83,140,Equal,1e+05,4e+05,5e-05,0,1.10250000000001e-05,47.8181818181818,1.25990929207921
83,141,Equal,500,2000,5e-05,0,-1.9999999999996e-05,1.36363636363636,0.0319684752475248
83,142,Equal,1000,4000,5e-05,0,-1.50000000000006e-06,1.22727272727273,0.000456094059405941
83,143,Equal,2500,10000,5e-05,0,0,1.68181818181818,0.0046080603960396
83,144,Equal,5000,20000,5e-05,0,-6.3999999999993e-07,2.77272727272727,0.0264192013861386
83,145,Equal,7500,30000,5e-05,0,1.53333333333308e-06,4.68181818181818,0.138512510326733
83,146,Equal,10000,40000,5e-05,0,-9.09500000000065e-06,6.54545454545455,0.12088207049505
83,147,Equal,25000,1e+05,5e-05,0,-5.0739999999999e-06,13.9545454545455,0.398158999009901
83,148,Equal,50000,2e+05,5e-05,0,-4.01899999999998e-06,25.5454545454545,1.03095307920792
83,149,Equal,75000,3e+05,5e-05,0,-1.67999999999997e-06,37.8636363636364,1.06769346534653
83,150,Equal,1e+05,4e+05,5e-05,0,-2.7000000000001e-07,49.5909090909091,0.647957336633663
83,151,Equal,500,2000,5e-05,0,0,1.04545454545455,0.00160108910891089
83,152,Equal,1000,4000,5e-05,0,0,1.13636363636364,0.000642044554455446
83,153,Equal,2500,10000,5e-05,0,6.50000000000006e-05,2.90909090909091,0.237661302970297
83,154,Equal,5000,20000,5e-05,0,-1.98000000000007e-05,4.18181818181818,0.214260435643564
83,155,Equal,7500,30000,5e-05,0,-2.29466666666667e-05,4.31818181818182,0.212182775742574
83,156,Equal,10000,40000,5e-05,0,4.40649999999998e-05,5.31818181818182,0.113955869455446
83,157,Equal,25000,1e+05,5e-05,0,-2.97040000000001e-05,12.7727272727273,0.56388926039604
83,158,Equal,50000,2e+05,5e-05,0,-1.33020000000001e-05,24.6363636363636,0.813614425742574
83,159,Equal,75000,3e+05,5e-05,0,-7.09066666666672e-06,39.0454545454546,1.4407586039604
83,160,Equal,1e+05,4e+05,5e-05,0,-3.0222e-05,50.3636363636364,8.70438881188119
83,161,Equal,500,2000,5e-05,0,1.400000000001e-05,1.13636363636364,0.000324019801980198
83,162,Equal,1000,4000,5e-05,0,0,1,0.000246564356435644
83,163,Equal,2500,10000,5e-05,0,-2.60000000000105e-06,2.22727272727273,0.028066777029703
83,164,Equal,5000,20000,5e-05,0,-8.02000000000049e-06,2.86363636363636,0.0570191510891089
83,165,Equal,7500,30000,5e-05,0,-3.33333333334925e-08,4.59090909090909,0.15159020030198
83,166,Equal,10000,40000,5e-05,0,-2.41150000000005e-05,5.27272727272727,0.223017156237624
83,167,Equal,25000,1e+05,5e-05,0,-2.892e-05,13.5,0.608547524752475
83,168,Equal,50000,2e+05,5e-05,0,1.18180000000001e-05,24.0454545454546,3.5328268019802
83,169,Equal,75000,3e+05,5e-05,0,-5.87800000000006e-06,41.1818181818182,1.14015734653465
83,170,Equal,1e+05,4e+05,5e-05,0,-1.52000000000001e-07,50.6363636363636,1.29578752475248
83,171,Equal,500,2000,5e-05,0,0,1.04545454545455,0.000577623762376238
83,172,Equal,1000,4000,5e-05,0,0,1.72727272727273,0.0668793762376238
83,173,Equal,2500,10000,5e-05,0,2.09599999999995e-05,1.90909090909091,0.0095500502970297
83,174,Equal,5000,20000,5e-05,0,1.99999999992428e-08,2.09090909090909,0.0151390415841584
83,175,Equal,7500,30000,5e-05,0,7.26666666666726e-06,3.95454545454545,0.0639795156485149
83,176,Equal,10000,40000,5e-05,0,1.37949999999996e-05,4,0.0469040313366337
83,177,Equal,25000,1e+05,5e-05,0,4.749e-05,13,0.619061336138614
83,178,Equal,50000,2e+05,5e-05,0,-3.8986e-05,25.4545454545455,1.77443266831683
83,179,Equal,75000,3e+05,5e-05,0,-2.4533333333333e-06,39.8636363636364,0.991593242574257
83,180,Equal,1e+05,4e+05,5e-05,0,3.56499999999997e-06,47,1.24233240594059
83,181,Equal,500,2000,5e-05,0,0,1.31818181818182,0.0436021782178218
83,182,Equal,1000,4000,5e-05,0,0,1.13636363636364,0.00282903465346535
83,183,Equal,2500,10000,5e-05,0,9.60000000000605e-07,2,0.0158743623762376
83,184,Equal,5000,20000,5e-05,0,9.99999999999943e-06,3.40909090909091,0.106963725346535
83,185,Equal,7500,30000,5e-05,0,9.54666666666621e-06,4.09090909090909,0.0799348020346535
83,186,Equal,10000,40000,5e-05,0,-7.0999999999998e-06,6.13636363636364,0.179402981138614
83,187,Equal,25000,1e+05,5e-05,0,-6.63000000000011e-06,10.3636363636364,0.177645442326733
83,188,Equal,50000,2e+05,5e-05,0,-1.14160000000001e-05,24.0909090909091,0.588380975247525
83,189,Equal,75000,3e+05,5e-05,0,5.86666666666664e-06,38.1818181818182,1.36486351485149
83,190,Equal,1e+05,4e+05,5e-05,0,4.8245e-06,52.6818181818182,2.03750288118812
83,191,Equal,500,2000,5e-05,0,0,1.36363636363636,0.0200239801980198
83,192,Equal,1000,4000,5e-05,0,-0.000101999999999997,1.72727272727273,0.0472433267326733
83,193,Equal,2500,10000,5e-05,0,-0.000136800000000002,2.59090909090909,0.139837736237624
83,194,Equal,5000,20000,5e-05,0,-1.65999999999968e-06,3.45454545454545,0.0816096231683168
83,195,Equal,7500,30000,5e-05,0,-3.93666666666671e-05,5.22727272727273,0.25336393019802
83,196,Equal,10000,40000,5e-05,0,3.66e-06,5.77272727272727,0.156433966287129
83,197,Equal,25000,1e+05,5e-05,0,2.2132e-05,11.7272727272727,0.209728361287129
83,198,Equal,50000,2e+05,5e-05,0,3.56099999999998e-06,26.5,0.926374430693069
83,199,Equal,75000,3e+05,5e-05,0,1.11933333333333e-05,37.5,1.9422010049505
83,200,Equal,1e+05,4e+05,5e-05,0,-5.92950000000002e-06,51.1363636363636,2.16229251485149
84,1,Equal,500,2000,1e-04,0,0,1.40909090909091,0.0370370297029703
84,2,Equal,1000,4000,1e-04,0,-0.000180500000000002,2.77272727272727,0.231065014851485
84,3,Equal,2500,10000,1e-04,0,1.39999999999816e-06,2.27272727272727,0.0226977467326733
84,4,Equal,5000,20000,1e-04,0,-5.35399999999996e-05,4.90909090909091,0.165399467920792
84,5,Equal,7500,30000,1e-04,0,3.50600000000005e-05,7.36363636363636,0.307929297029703
84,6,Equal,10000,40000,1e-04,0,-1.98e-05,9.68181818181818,0.543233440594059
84,7,Equal,25000,1e+05,1e-04,0,1.80579999999998e-05,22.9090909090909,0.46607297029703
84,8,Equal,50000,2e+05,1e-04,0,1.631e-05,46,1.38135893564356
84,9,Equal,75000,3e+05,1e-04,0,3.13466666666667e-05,67.9090909090909,3.37938165841584
84,10,Equal,1e+05,4e+05,1e-04,0,-1.24250000000004e-06,92.5,6.36043123267327
84,11,Equal,500,2000,1e-04,0,0,1.31818181818182,0.00934582178217822
84,12,Equal,1000,4000,1e-04,0,0,1.45454545454545,0.0179925
84,13,Equal,2500,10000,1e-04,0,8.79999999997949e-07,2.77272727272727,0.0264002621782178
84,14,Equal,5000,20000,1e-04,0,-0.0001018,5.77272727272727,0.263134557623762
84,15,Equal,7500,30000,1e-04,0,3.06666666666662e-05,7.86363636363636,0.334684504950495
84,16,Equal,10000,40000,1e-04,0,-7.05999999999989e-06,8.13636363636364,0.257074502475248
84,17,Equal,25000,1e+05,1e-04,0,-1.77780000000001e-05,23.3636363636364,1.69546293564356
84,18,Equal,50000,2e+05,1e-04,0,2.5596e-05,49.9545454545455,1.25898363861386
84,19,Equal,75000,3e+05,1e-04,0,-1.2774e-05,69.5454545454546,3.11083524752475
84,20,Equal,1e+05,4e+05,1e-04,0,1.3445e-05,95.6818181818182,9.17707422772277
84,21,Equal,500,2000,1e-04,0,-1.20000000000005e-05,1.31818181818182,0.00786663366336634
84,22,Equal,1000,4000,1e-04,0,0,1.31818181818182,0.0052740396039604
84,23,Equal,2500,10000,1e-04,0,3.60000000000582e-07,2.59090909090909,0.0373547249504951
84,24,Equal,5000,20000,1e-04,0,1.70999999999992e-05,4.04545454545455,0.0228975423762376
84,25,Equal,7500,30000,1e-04,0,-4.51399999999997e-05,6.09090909090909,0.116528028346535
84,26,Equal,10000,40000,1e-04,0,-4.69549999999998e-05,9.81818181818182,0.251934453415842
84,27,Equal,25000,1e+05,1e-04,0,-2.20959999999999e-05,24.9545454545455,1.15056305445545
84,28,Equal,50000,2e+05,1e-04,0,3.20899999999995e-06,46.9545454545455,2.72892811881188
84,29,Equal,75000,3e+05,1e-04,0,-1.03846666666666e-05,72,2.90536457425743
84,30,Equal,1e+05,4e+05,1e-04,0,-1.19415e-05,97.5909090909091,6.96429554455446
84,31,Equal,500,2000,1e-04,0,-3.60000000000014e-05,1.27272727272727,0.00236691089108911
84,32,Equal,1000,4000,1e-04,0,-0.000121499999999998,2.59090909090909,0.221920945544554
84,33,Equal,2500,10000,1e-04,0,3.88000000000005e-05,2.04545454545455,0.0104522257425743
84,34,Equal,5000,20000,1e-04,0,-0.000112179999999999,5.18181818181818,0.145198670891089
84,35,Equal,7500,30000,1e-04,0,2.66666666666708e-06,6.40909090909091,0.117122385876238
84,36,Equal,10000,40000,1e-04,0,1.54499999999999e-05,10.1818181818182,0.245011647524752
84,37,Equal,25000,1e+05,1e-04,0,-1.76580000000001e-05,22.3181818181818,0.48475646039604
84,38,Equal,50000,2e+05,1e-04,0,-2.7e-05,47.6818181818182,5.08746742574257
84,39,Equal,75000,3e+05,1e-04,0,6.18399999999999e-06,71.9545454545455,2.29818767821782
84,40,Equal,1e+05,4e+05,1e-04,0,-5.66000000000003e-06,93.4090909090909,4.15357031188119
84,41,Equal,500,2000,1e-04,0,-6.60000000000025e-05,1.18181818181818,0.00226968316831683
